"time","Mx","My","M_eliminated"
5.72,0.70696089796726,0.708622274250074,0.684416827782662
5.73,0.702741467462227,0.710727160696271,0.686531371841498
5.74,0.698559825557188,0.712806860062774,0.688633314380035
5.75,0.694415621214804,0.714861610548727,0.690722768236466
5.76,0.690308506666422,0.716891648132566,0.692799845201008
5.77,0.686238137382116,0.718897206592379,0.694864656025501
5.78,0.682204172040804,0.720878517526206,0.696917310432987
5.79,0.678206272500376,0.722835810372335,0.698957917127286
5.8,0.674244103770045,0.72476931242809,0.700986583801862
5.81,0.670317333979077,0.726679248871077,0.703003417149843
5.82,0.666425634343512,0.728565842781795,0.70500852287469
5.83,0.66256867913976,0.730429315161576,0.707002005698661
5.84,0.658746145680352,0.732269884949059,0.708983969370586
5.85,0.654957714285527,0.7340877690395,0.71095451667497
5.86,0.651203068252304,0.735883182305779,0.712913749441914
5.87,0.647481893824923,0.737656337618491,0.714861768556583
5.88,0.643793880169921,0.739407445862874,0.716798673967202
5.89,0.640138719350573,0.74113671595618,0.718724564693245
5.9,0.636516106298562,0.742844354866919,0.720639538834516
5.91,0.632925738786152,0.744530567633772,0.722543693580073
5.92,0.629367317399721,0.746195557383567,0.724437125216709
5.93,0.625840545513968,0.747839525348809,0.726319929137219
5.94,0.622345129266187,0.749462670885157,0.728192199848653
5.95,0.618880777530552,0.751065191488896,0.730054030980548
5.96,0.61544720189431,0.752647282813115,0.731905515292572
5.97,0.612044116630857,0.754209138685995,0.733746744683145
5.98,0.608671238671094,0.755750951130277,0.735577810198626
5.99,0.605328287580689,0.757272910378708,0.7373988020406
6,0.602014985539206,0.758775204888224,0.739209809572568
6.01,0.598731057315637,0.760258021356568,0.741010921327792
6.02,0.595476230241779,0.761721544740389,0.74280222501783
6.03,0.592250234186786,0.763165958272524,0.744583807540687
6.04,0.589052801535711,0.764591443476583,0.746355754987703
6.05,0.585883667167502,0.765998180181896,0.748118152650598
6.06,0.582742568430617,0.767386346540083,0.749871085029297
6.07,0.579629245119044,0.768756119041346,0.751614635839607
6.08,0.576543439449535,0.770107672529938,0.753348888020524
6.09,0.573484896039397,0.771441180219253,0.755073923741347
6.1,0.570453361884349,0.77275681370687,0.756789824408778
6.11,0.567448586336375,0.774054742989601,0.75849667067402
6.12,0.56447032108323,0.775335136477418,0.760194542439349
6.13,0.561518320125257,0.776598161009197,0.761883518865543
6.14,0.558592339750722,0.777843981869487,0.763563678379788
6.15,0.555692138516259,0.779072762801788,0.76523509868195
6.16,0.5528174772289,0.780284666020766,0.766897856750331
6.17,0.549968118924995,0.781479852226572,0.76855202884843
6.18,0.547143828847281,0.782658480620423,0.770197690532293
6.19,0.544344374422985,0.783820708919482,0.771834916657529
6.2,0.541569525245357,0.784966693369405,0.773463781385235
6.21,0.538819053054725,0.786096588757209,0.775084358188063
