# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.328029296875000000e+04 9.335120239257812500e+02 6.972038574218750000e+02 4.078526973724365234e+00 8.429048061370849609e-01 1.496694793701171875e+02 2.666239013671875000e+02 3.256947265625000000e+03 1.423099902343750000e+04 1.197045516967773438e+02 5.509816894531250000e+02 3.836953163146972656e+00 3.175974845886230469e+00 7.036968469619750977e-01 2.221846093750000000e+04 2.634325623512268066e-01 8.994469642639160156e+00 6.858515143394470215e-01 2.760202407836914062e+01 5.675282478332519531e+00 2.078612060546875000e+02 5.322748661041259766e+00 2.408658027648925781e+01 3.328029296875000000e+04 9.335120239257812500e+02 6.972038574218750000e+02 4.078526973724365234e+00 8.429048061370849609e-01 1.496694793701171875e+02 2.666239013671875000e+02 3.256947265625000000e+03 1.423099902343750000e+04 1.197045516967773438e+02 5.509816894531250000e+02 3.836953163146972656e+00 3.175974845886230469e+00 7.036968469619750977e-01 2.221846093750000000e+04 2.634325623512268066e-01 8.994469642639160156e+00 6.858515143394470215e-01 2.760202407836914062e+01 5.675282478332519531e+00 2.078612060546875000e+02 5.322748661041259766e+00 2.408658027648925781e+01
1.000000000000000000e+03 3.122589923441410065e-02 4.214498400688171387e-02 5.636557191610336304e-02 2.771545886993408203e+00 5.324992816895246506e-03 1.585138216614723206e-02 2.426553145051002502e-02 1.718091964721679688e-01 8.629482984542846680e-02 3.704505562782287598e-01 1.296922266483306885e-01 5.678004818037152290e-04 1.932269151438958943e-05 5.142486654222011566e-03 5.260629206895828247e-02 2.636558294296264648e+00 5.972990512847900391e+00 2.267273813486099243e-01 9.797918319702148438e+00 1.480746984481811523e+00 5.687206268310546875e+01 3.820123910903930664e+00 4.733669281005859375e+00 3.122589923441410065e-02 4.214499145746231079e-02 5.636557191610336304e-02 2.771545886993408203e+00 5.324992816895246506e-03 1.585138216614723206e-02 2.426553145051002502e-02 1.718091815710067749e-01 8.629482984542846680e-02 3.704505562782287598e-01 1.296922266483306885e-01 5.678004818037152290e-04 1.932269151438958943e-05 5.142486654222011566e-03 5.260629951953887939e-02 2.636558294296264648e+00 5.972990512847900391e+00 2.267273813486099243e-01 9.797918319702148438e+00 1.480746984481811523e+00 5.687206268310546875e+01 3.820123910903930664e+00 4.733669281005859375e+00
2.000000000000000000e+03 1.452669966965913773e-02 1.524206250905990601e-02 2.518740110099315643e-02 2.710074424743652344e+00 6.202379707247018814e-03 4.092162102460861206e-02 3.679319843649864197e-02 5.159900337457656860e-02 3.344518691301345825e-02 2.415672410279512405e-03 4.288908839225769043e-02 4.224362201057374477e-04 1.490011345595121384e-04 6.019185297191143036e-03 1.898742467164993286e-02 2.143469810485839844e+00 5.406711578369140625e+00 1.021159812808036804e-01 8.889839172363281250e+00 1.165043592453002930e+00 5.153758621215820312e+01 2.669167757034301758e+00 4.709457874298095703e+00 1.452669966965913773e-02 1.524206250905990601e-02 2.518740110099315643e-02 2.710074424743652344e+00 6.202379707247018814e-03 4.092162102460861206e-02 3.679319843649864197e-02 5.159900337457656860e-02 3.344518691301345825e-02 2.415672410279512405e-03 4.288908839225769043e-02 4.224362201057374477e-04 1.490011345595121384e-04 6.019185297191143036e-03 1.898742467164993286e-02 2.143469810485839844e+00 5.406711578369140625e+00 1.021159812808036804e-01 8.889839172363281250e+00 1.165043592453002930e+00 5.153758621215820312e+01 2.669167757034301758e+00 4.709457874298095703e+00
3.000000000000000000e+03 6.584768183529376984e-03 3.693507052958011627e-03 1.887870021164417267e-02 2.715558290481567383e+00 6.588272284716367722e-03 5.243837088346481323e-02 4.854438826441764832e-02 1.798861101269721985e-02 1.377632748335599899e-02 1.349299848079681396e-01 1.086392998695373535e-02 7.772424723953008652e-04 5.231015384197235107e-04 6.615698337554931641e-03 7.325281389057636261e-03 1.563192129135131836e+00 4.806967258453369141e+00 8.341121673583984375e-02 7.800181865692138672e+00 8.272471427917480469e-01 5.152334213256835938e+01 2.742569684982299805e+00 4.702363491058349609e+00 6.584768183529376984e-03 3.693495178595185280e-03 1.887870021164417267e-02 2.715558290481567383e+00 6.588272284716367722e-03 5.243837088346481323e-02 4.854438826441764832e-02 1.798861101269721985e-02 1.377632748335599899e-02 1.349299848079681396e-01 1.086395792663097382e-02 7.772424723953008652e-04 5.231015384197235107e-04 6.615698337554931641e-03 7.325270213186740875e-03 1.563192129135131836e+00 4.806967258453369141e+00 8.341121673583984375e-02 7.800181865692138672e+00 8.272471427917480469e-01 5.152334213256835938e+01 2.742569684982299805e+00 4.702363491058349609e+00
4.000000000000000000e+03 6.926711183041334152e-03 4.652150906622409821e-03 1.935407519340515137e-02 2.707211971282958984e+00 5.731669720262289047e-03 2.771423943340778351e-02 2.943326905369758606e-02 1.379367336630821228e-02 1.468551624566316605e-02 2.052612416446208954e-02 1.204441953450441360e-02 2.074256073683500290e-03 1.567012048326432705e-03 5.877229385077953339e-03 8.374933153390884399e-03 5.138490200042724609e-01 3.865863323211669922e+00 6.557335853576660156e-01 5.553245067596435547e+00 4.357652068138122559e-01 5.150627899169921875e+01 2.650776386260986328e+00 4.698493957519531250e+00 6.926711183041334152e-03 4.652150906622409821e-03 1.935407519340515137e-02 2.707211971282958984e+00 5.731669720262289047e-03 2.771423943340778351e-02 2.943326905369758606e-02 1.379367336630821228e-02 1.468551624566316605e-02 2.052612416446208954e-02 1.204441953450441360e-02 2.074256073683500290e-03 1.567012048326432705e-03 5.877229385077953339e-03 8.374933153390884399e-03 5.138490200042724609e-01 3.865863323211669922e+00 6.557335853576660156e-01 5.553245067596435547e+00 4.357652068138122559e-01 5.150627899169921875e+01 2.650776386260986328e+00 4.698493957519531250e+00
5.000000000000000000e+03 3.317725360393524170e-01 4.032071679830551147e-02 4.391958937048912048e-02 2.534040927886962891e+00 6.312429904937744141e-03 4.162713885307312012e-02 3.358627110719680786e-02 6.895406544208526611e-02 1.043870896100997925e-01 1.363815087825059891e-02 1.553695183247327805e-02 3.031886648386716843e-03 2.574877114966511726e-03 5.416032858192920685e-03 1.632900834083557129e-01 2.757206559181213379e-01 3.161661863327026367e+00 1.201453566551208496e+00 3.916229724884033203e+00 4.832253456115722656e-01 5.120483016967773438e+01 2.540525674819946289e+00 4.613781929016113281e+00 3.317725360393524170e-01 4.032071679830551147e-02 4.391958937048912048e-02 2.534040927886962891e+00 6.312429904937744141e-03 4.162713885307312012e-02 3.358627110719680786e-02 6.895406544208526611e-02 1.043870896100997925e-01 1.363815087825059891e-02 1.553695183247327805e-02 3.031886648386716843e-03 2.574877114966511726e-03 5.416032858192920685e-03 1.632900834083557129e-01 2.757206559181213379e-01 3.161661863327026367e+00 1.201453566551208496e+00 3.916229724884033203e+00 4.832253456115722656e-01 5.120483016967773438e+01 2.540525674819946289e+00 4.613781929016113281e+00
6.000000000000000000e+03 7.027265429496765137e-02 1.316367089748382568e-02 2.560988627374172211e-02 2.387145042419433594e+00 6.358060520142316818e-03 3.438325226306915283e-02 2.860046923160552979e-02 7.977575063705444336e-03 1.924902759492397308e-02 2.406350895762443542e-02 1.112012378871440887e-02 2.972078276798129082e-03 2.590980380773544312e-03 7.191991433501243591e-03 5.512407794594764709e-02 1.896209120750427246e-01 3.048164367675781250e+00 1.236688017845153809e+00 2.899244070053100586e+00 4.857818186283111572e-01 5.079063034057617188e+01 2.393497467041015625e+00 4.308934211730957031e+00 7.027265429496765137e-02 1.316367276012897491e-02 2.560988627374172211e-02 2.387145042419433594e+00 6.358060520142316818e-03 3.438325226306915283e-02 2.860046923160552979e-02 7.977575063705444336e-03 1.924902759492397308e-02 2.406350895762443542e-02 1.112017221748828888e-02 2.972078276798129082e-03 2.590980380773544312e-03 7.191991433501243591e-03 5.512398108839988708e-02 1.896209120750427246e-01 3.048164367675781250e+00 1.236688017845153809e+00 2.899244070053100586e+00 4.857818186283111572e-01 5.079063034057617188e+01 2.393497467041015625e+00 4.308934211730957031e+00
7.000000000000000000e+03 4.732266813516616821e-02 3.397695254534482956e-03 4.758642986416816711e-02 2.343749046325683594e+00 6.699042394757270813e-03 2.971464209258556366e-02 2.597941830754280090e-02 1.312577538192272186e-02 4.314912855625152588e-02 3.148649632930755615e-02 2.209931798279285431e-02 2.857845742255449295e-03 2.477449364960193634e-03 7.378938607871532440e-03 2.388311550021171570e-02 1.484819650650024414e-01 2.993332147598266602e+00 1.218706011772155762e+00 2.121914148330688477e+00 4.727595150470733643e-01 5.057499313354492188e+01 2.306254863739013672e+00 4.136854648590087891e+00 4.732266813516616821e-02 3.397695254534482956e-03 4.758642986416816711e-02 2.343749046325683594e+00 6.699042394757270813e-03 2.971464209258556366e-02 2.597941830754280090e-02 1.312577538192272186e-02 4.314912855625152588e-02 3.148649632930755615e-02 2.209931798279285431e-02 2.857845742255449295e-03 2.477449364960193634e-03 7.378938607871532440e-03 2.388311550021171570e-02 1.484819650650024414e-01 2.993332147598266602e+00 1.218706011772155762e+00 2.121914148330688477e+00 4.727595150470733643e-01 5.057499313354492188e+01 2.306254863739013672e+00 4.136854648590087891e+00
8.000000000000000000e+03 5.176138281822204590e-01 2.144907228648662567e-02 1.049526035785675049e-01 2.336302995681762695e+00 5.991369020193815231e-03 2.535139583051204681e-02 2.224710956215858459e-02 2.327153086662292480e-02 2.366343140602111816e-01 3.625322133302688599e-02 4.007375240325927734e-02 2.687986940145492554e-03 2.373843453824520111e-03 6.490144412964582443e-03 3.508149385452270508e-01 1.339707076549530029e-01 2.967305421829223633e+00 1.145894050598144531e+00 1.625005722045898438e+00 4.472777843475341797e-01 5.041189956665039062e+01 2.236637592315673828e+00 4.006110668182373047e+00 5.176144838333129883e-01 2.144907228648662567e-02 1.049526035785675049e-01 2.336302995681762695e+00 5.991369020193815231e-03 2.535139583051204681e-02 2.224710956215858459e-02 2.327153086662292480e-02 2.366343140602111816e-01 3.625322133302688599e-02 4.007375240325927734e-02 2.687986940145492554e-03 2.373843453824520111e-03 6.490144412964582443e-03 3.508153259754180908e-01 1.339707076549530029e-01 2.967305421829223633e+00 1.145894050598144531e+00 1.625005722045898438e+00 4.472777843475341797e-01 5.041189956665039062e+01 2.236637592315673828e+00 4.006110668182373047e+00
9.000000000000000000e+03 3.090054541826248169e-02 3.565684426575899124e-03 1.836199313402175903e-02 2.323340892791748047e+00 5.622369237244129181e-03 2.492720447480678558e-02 2.202179655432701111e-02 8.179965429008007050e-03 2.920341677963733673e-02 2.632735669612884521e-02 2.105903625488281250e-02 2.443310571834445000e-03 2.333965152502059937e-03 5.732873920351266861e-03 1.376800052821636200e-02 1.397659778594970703e-01 2.959558010101318359e+00 1.044800400733947754e+00 1.335389375686645508e+00 4.184767603874206543e-01 5.037277221679687500e+01 2.179424762725830078e+00 3.898574829101562500e+00 3.090054541826248169e-02 3.565684426575899124e-03 1.836199313402175903e-02 2.323340892791748047e+00 5.622369237244129181e-03 2.492720447480678558e-02 2.202179655432701111e-02 8.179965429008007050e-03 2.920341677963733673e-02 2.632735669612884521e-02 2.105903625488281250e-02 2.443310571834445000e-03 2.333965152502059937e-03 5.732873920351266861e-03 1.376800052821636200e-02 1.397659778594970703e-01 2.959558010101318359e+00 1.044800400733947754e+00 1.335389375686645508e+00 4.184767603874206543e-01 5.037277221679687500e+01 2.179424762725830078e+00 3.898574829101562500e+00
