"","Free","QC","QK","QL","QR","QAdi","QBra","QGon","QHea","QLun","QMus","QSki","QSpl","QPan","QGI","VPlas","VKb","Vfil","VL","VR","ML","VAdi","VBra","VGon","VHea","VLun","VMus","VSki","VSpl","VPan","VGI","MK","VPTC","Vmax_baso","Vmax_apical","kdif","Km_baso","Km_apical","kbile","kurine","kefflux","GFR","kabs","kunabs","PR","PAdi","PBra","PGon","PGI","PHea","PL","PLun","PMus","PSki","PSpl","PPan","water_consumption","X0.000994551483582802","X0.000490034712906231","X3.86647123754557"
"1",0.0365,4357.21362533344,762.512384433352,283.218885646674,498.900960100679,217.860681266672,522.865635040013,2.17860681266672,174.288545013338,108.930340633336,740.726316306685,217.860681266672,130.716408760003,43.5721362533344,653.582043800016,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,14053.9172616006,12464.345349158,0.024,41263.75,14104.7,0,0.502456337154637,1.28487630670033,163.65,16.9080545201243,0.000563070117509799,0.1,0.105506088922,0.186914379054,0.228905180257,0.217797566857,0.240000626866,0.244468139058,0.358964652917,0.117479912069,0.218356300097,0.254857539755,0.236327553306,1.36,0.000994551483582802,0.000490034712906231,3.86647123754557
