"","Free","QC","QK","QL","QR","QAdi","QBra","QGon","QHea","QLun","QMus","QSki","QSpl","QPan","QGI","VPlas","VKb","Vfil","VL","VR","ML","VAdi","VBra","VGon","VHea","VLun","VMus","VSki","VSpl","VPan","VGI","MK","VPTC","Vmax_baso","Vmax_apical","kdif","Km_baso","Km_apical","kbile","kurine","kefflux","GFR","kabs","kunabs","PR","PAdi","PBra","PGon","PGI","PHea","PL","PLun","PMus","PSki","PSpl","PPan","water_consumption","RAFbaso","RAFapi","kbilec","keffluxc"
"1",0.0193,4357.21362533344,762.512384433352,283.218885646674,498.900960100679,217.860681266672,522.865635040013,2.17860681266672,174.288545013338,108.930340633336,740.726316306685,217.860681266672,130.716408760003,43.5721362533344,653.582043800016,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,1011.20850593484,2599.64511162917,0.024,51984.625,14744.73,0.00514927992589123,0.502456337154637,32.7224468055598,163.65,16.9080545201243,0.000563070117509799,0.1,0.0665969580705,0.049791449149,0.241926251398,0.21002629414,0.275308101627,0.1387107851415,0.427942195525,0.130973938095,0.177663399199,0.295364835662,0.252695564901,1.36,5.68020970291409e-05,8.11269623345815e-05,0.0154952991379058,98.4689333409272
