"","Free","QC","QK","QL","QR","QAdi","QBra","QGon","QHea","QLun","QMus","QSki","QSpl","QPan","QGI","VPlas","VKb","Vfil","VL","VR","ML","VAdi","VBra","VGon","VHea","VLun","VMus","VSki","VSpl","VPan","VGI","MK","VPTC","Vmax_baso","Vmax_apical","kdif","Km_baso","Km_apical","kbile","kurine","kefflux","GFR","kabs","kunabs","PR","PAdi","PBra","PGon","PGI","PHea","PL","PLun","PMus","PSki","PSpl","PPan","water_consumption","X22.6197377134979","X0.000898500229857889","X0.00222807600576104","X1.89706994976835"
"1",0.00187,4357.21362533344,762.512384433352,283.218885646674,498.900960100679,217.860681266672,522.865635040013,2.17860681266672,174.288545013338,108.930340633336,740.726316306685,217.860681266672,130.716408760003,43.5721362533344,653.582043800016,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,197717238.459593,66756.5815682656,0.024,19491.36,26916.64,0.000740417267696313,0.502456337154637,0.630419853364244,163.65,16.9080545201243,0.000563070117509799,0.1,0.072545405166,0.177377807672,0.352971918052,0.349326661229,0.034142338893,1.368139337084,0.792964803852,0.008582782806,0.355295226143,0.01171930019,0.1805229807095,1.36,22.6197377134979,0.000898500229857889,0.00222807600576104,1.89706994976835
