"","Free","QC","QK","QL","QR","QAdi","QBra","QGon","QHea","QLun","QMus","QSki","QSpl","QPan","QGI","VPlas","VKb","Vfil","VL","VR","ML","VAdi","VBra","VGon","VHea","VLun","VMus","VSki","VSpl","VPan","VGI","MK","VPTC","Vmax_baso","Vmax_apical","kdif","Km_baso","Km_apical","kbile","kurine","kefflux","GFR","kabs","kunabs","PR","PAdi","PBra","PGon","PGI","PHea","PL","PLun","PMus","PSki","PSpl","PPan","water_consumption","X0","X0.000169535625544681","X80.6692735911354"
"1",0.229,4357.21362533344,762.512384433352,283.218885646674,498.900960100679,217.860681266672,522.865635040013,2.17860681266672,174.288545013338,108.930340633336,740.726316306685,217.860681266672,130.716408760003,43.5721362533344,653.582043800016,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,0,3075.61909023298,0.024,29430.5,10059.88,0,0.502456337154637,26.8073992920153,163.65,16.9080545201243,0.000563070117509799,0.1,0.068845188048,0.067920008247,0.148182978918,0.067389816091,0.173236506937,0.192675504099,0.321618470212,0.083164898765,0.162297463848,0.201550583039,0.134470199565,1.36,0,0.000169535625544681,80.6692735911354
