"","Free","QC","QK","QL","QR","QAdi","QBra","QGon","QHea","QLun","QMus","QSki","QSpl","QPan","QGI","VPlas","VKb","Vfil","VL","VR","ML","VAdi","VBra","VGon","VHea","VLun","VMus","VSki","VSpl","VPan","VGI","MK","VPTC","Vmax_baso","Vmax_apical","kdif","Km_baso","Km_apical","kbile","kurine","kefflux","GFR","kabs","kunabs","PR","PAdi","PBra","PGon","PGI","PHea","PL","PLun","PMus","PSki","PSpl","PPan","water_consumption","X7.02209538735119","X0.000159804061593731","X0.959287122848745"
"1",0.000695,4357.21362533344,762.512384433352,283.218885646674,498.900960100679,217.860681266672,522.865635040013,2.17860681266672,174.288545013338,108.930340633336,740.726316306685,217.860681266672,130.716408760003,43.5721362533344,653.582043800016,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,309230561.321285,8857.23900595854,0.024,313619.58,37086.12,0,0.502456337154637,0.31878299869457,163.65,16.9080545201243,0.000563070117509799,0.1,0.135444032672,0.0282897098293333,0.229465447471,0.201748248221,0.268709986961,0.130452106577,0.0424047296426,0.063385439858,0.169788778315,0.282488804481,0.242118526351,1.36,7.02209538735119,0.000159804061593731,0.959287122848745
