,Free,QC,QK,QL,QR,QAdi,QBra,QGon,QHea,QLun,QMus,QSki,QSpl,QPan,QGI,VPlas,VKb,Vfil,VL,VR,ML,VAdi,VBra,VGon,VHea,VLun,VMus,VSki,VSpl,VPan,VGI,MK,VPTC,Vmax_baso,Vmax_apical,kdif,Km_baso,Km_apical,kbile,kurine,kefflux,GFR,kabs,kunabs,PR,PAdi,PBra,PGon,PGI,PHea,PL,PLun,PMus,PSki,PSpl,PPan,water_consumption,X0.00775761266258632,X0.00528491068226321
1,0.00245,4357.213625,762.5123844,283.2188856,498.9009601,217.8606813,522.865635,2.178606813,174.288545,108.9303406,740.7263163,217.8606813,130.7164088,43.57213625,653.5820438,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,151253.6923,185476.1407,0.024,56934.625,19461.29,0.003323124,0.502456337,0.86401222,163.65,16.90805452,0.00056307,0.1,0.034011916,0.084704658,0.216880451,0.063611663,0.245402914,0.672610505,0.100330623,0.058343037,0.091840457,0.525155138,0.2943834,1.36,0.007757613,0.005284911
