"","Free","QC","QK","QL","QR","QAdi","QBra","QGon","QHea","QLun","QMus","QSki","QSpl","QPan","QGI","VPlas","VKb","Vfil","VL","VR","ML","VAdi","VBra","VGon","VHea","VLun","VMus","VSki","VSpl","VPan","VGI","MK","VPTC","Vmax_baso","Vmax_apical","kdif","Km_baso","Km_apical","kbile","kurine","kefflux","GFR","kabs","kunabs","PR","PAdi","PBra","PGon","PGI","PHea","PL","PLun","PMus","PSki","PSpl","PPan","water_consumption","X0.000424070747901385","X0.700484201845449","X0.0699181931472109"
"1",0.000753,4357.21362533344,762.512384433352,283.218885646674,498.900960100679,217.860681266672,522.865635040013,2.17860681266672,174.288545013338,108.930340633336,740.726316306685,217.860681266672,130.716408760003,43.5721362533344,653.582043800016,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,1646558.74645042,8788.36370797741,0.024,68767.875,24006.24,0,0.502456337154637,0.232779580882244,163.65,16.9080545201243,0.000563070117509799,0.1,0.16628482472225,0.165945247091,0.2987382318375,0.603164754803,0.54547393225,0.571139877802,0.127910788161,0.0559609486137,0.63186671899,0.55982911465,0.5814969347265,1.36,0.000424070747901385,0.700484201845449,0.0699181931472109
