"","Free","QC","QK","QL","QR","QAdi","QBra","QGon","QHea","QLun","QMus","QSki","QSpl","QPan","QGI","VPlas","VKb","Vfil","VL","VR","ML","VAdi","VBra","VGon","VHea","VLun","VMus","VSki","VSpl","VPan","VGI","MK","VPTC","Vmax_baso","Vmax_apical","kdif","Km_baso","Km_apical","kbile","kurine","kefflux","GFR","kabs","kunabs","PR","PAdi","PBra","PGon","PGI","PHea","PL","PLun","PMus","PSki","PSpl","PPan","water_consumption","X26.2788798176367","X0.000178873560865775","X0.000776156043264509","X3724.81451521067"
"1",0.0045,4357.21362533344,762.512384433352,283.218885646674,498.900960100679,217.860681266672,522.865635040013,2.17860681266672,174.288545013338,108.930340633336,740.726316306685,217.860681266672,130.716408760003,43.5721362533344,653.582043800016,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,594645137.74461,5519.44931951736,0.024,95747.78,21843.6,0.00025792627153381,0.502456337154637,1237.80202241612,163.65,16.9080545201243,0.000563070117509799,0.1,0.052269787219,0.029283993791,0.281413139059,0.123369791259,0.310790726051,1.245520928184,0.448627711259,0.149237555129,0.21168605614,0.332503030041,0.22793641065,1.36,26.2788798176367,0.000178873560865775,0.000776156043264509,3724.81451521067
