"","Free","QC","QK","QL","QR","QAdi","QBra","QGon","QHea","QLun","QMus","QSki","QSpl","QPan","QGI","VPlas","VKb","Vfil","VL","VR","ML","VAdi","VBra","VGon","VHea","VLun","VMus","VSki","VSpl","VPan","VGI","MK","VPTC","Vmax_baso","Vmax_apical","kdif","Km_baso","Km_apical","kbile","kurine","kefflux","GFR","kabs","kunabs","PR","PAdi","PBra","PGon","PGI","PHea","PL","PLun","PMus","PSki","PSpl","PPan","water_consumption","X18.17401598317","X1e.05","X0.0694919349180961","X53.5747818927983"
"1",0.0491,4357.21362533344,762.512384433352,283.218885646674,498.900960100679,217.860681266672,522.865635040013,2.17860681266672,174.288545013338,108.930340633336,740.726316306685,217.860681266672,130.716408760003,43.5721362533344,653.582043800016,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,282444630.423125,279.740226503833,0.024,45381.72375,15512.2983,0.0230930311380522,0.502456337154637,17.8035639376415,163.65,16.9080545201243,0.000563070117509799,0.1,0.0354208686455,0.089139698713,0.178807091411,0.160165116332,0.193627853575,0.35293703107,0.342642783665,0.186883727823,0.158721330196,0.216377293483,0.1882712049075,1.36,18.17401598317,1e-05,0.0694919349180961,53.5747818927983
