"","Free","QC","QK","QL","QR","QAdi","QBra","QGon","QHea","QLun","QMus","QSki","QSpl","QPan","QGI","VPlas","VKb","Vfil","VL","VR","ML","VAdi","VBra","VGon","VHea","VLun","VMus","VSki","VSpl","VPan","VGI","MK","VPTC","Vmax_baso","Vmax_apical","kdif","Km_baso","Km_apical","kbile","kurine","kefflux","GFR","kabs","kunabs","PR","PAdi","PBra","PGon","PGI","PHea","PL","PLun","PMus","PSki","PSpl","PPan","water_consumption","X0.0116600087448389","X1e.07","X0.067346168033432","X1.22444103249821"
"1",0.038,4357.21362533344,762.512384433352,283.218885646674,498.900960100679,217.860681266672,522.865635040013,2.17860681266672,174.288545013338,108.930340633336,740.726316306685,217.860681266672,130.716408760003,43.5721362533344,653.582043800016,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,172425.621996584,2.6618000585225,0.024,43181.875,14760.35,0.0223799662112956,0.502456337154637,0.406896928737361,163.65,16.9080545201243,0.000563070117509799,0.1,0.077696256937,0.028982443178,0.258714568138,0.113815928824,0.289907249853,0.140679023823,0.434043418809,0.139107609238,0.207927551741,0.31522250006,0.214519214442,1.36,0.0116600087448389,1e-07,0.067346168033432,1.22444103249821
