"","Free","QC","QK","QL","QR","QAdi","QBra","QGon","QHea","QLun","QMus","QSki","QSpl","QPan","QGI","VPlas","VKb","Vfil","VL","VR","ML","VAdi","VBra","VGon","VHea","VLun","VMus","VSki","VSpl","VPan","VGI","MK","VPTC","Vmax_baso","Vmax_apical","kdif","Km_baso","Km_apical","kbile","kurine","kefflux","GFR","kabs","kunabs","PR","PAdi","PBra","PGon","PGI","PHea","PL","PLun","PMus","PSki","PSpl","PPan","water_consumption","X78.3743731690981","X7.29479155478558e.05","X0.00207614638327391","X0.156992915072007"
"1",0.000618,4357.21362533344,762.512384433352,283.218885646674,498.900960100679,217.860681266672,522.865635040013,2.17860681266672,174.288545013338,108.930340633336,740.726316306685,217.860681266672,130.716408760003,43.5721362533344,653.582043800016,3.5096,0.05248,0.0328,2.132,12.98432,2238.6,17.5,1.64,0.041,0.41,0.656,32.8,3.034,0.164,0.164,1.148,328,0.04428,1897218557.22403,4238.0630349035,0.024,70687.375,20049.51,0.000689929171386677,0.502456337154637,0.0521706911814217,163.65,16.9080545201243,0.000563070117509799,0.1,0.026710659131,0.265060897868,0.47694637809,0.009596412891,0.039401882156,1.817335396903,0.021711542866,0.01111324188,0.050441720875,0.448016430082,0.2288064214865,1.36,78.3743731690981,7.29479155478558e-05,0.00207614638327391,0.156992915072007
