0 [2.52000e+00, 2.16000e-01, 7.74000e-01, 4.87000e-01, 3.62000e-01, 1.90000e-01, 5.70000e-01]
500 [2.50914e+00, 2.17902e-01, 7.75268e-01, 4.73381e-01, 3.62417e-01, 1.88615e-01, 5.73379e-01]
1000 [2.51034e+00, 2.18228e-01, 7.77266e-01, 4.81990e-01, 3.62248e-01, 1.91079e-01, 5.73966e-01]
1500 [2.54649e+00, 2.18217e-01, 7.79586e-01, 4.99097e-01, 3.61941e-01, 1.96185e-01, 5.74695e-01]
2000 [2.57439e+00, 2.19461e-01, 7.83840e-01, 4.98008e-01, 3.62113e-01, 1.96481e-01, 5.72034e-01]
2500 [2.61032e+00, 2.19909e-01, 7.87149e-01, 5.03925e-01, 3.61997e-01, 1.97659e-01, 5.70501e-01]
3000 [2.68953e+00, 2.18269e-01, 7.89875e-01, 5.30170e-01, 3.62121e-01, 2.05592e-01, 5.74455e-01]
3500 [2.68034e+00, 2.19702e-01, 7.91972e-01, 4.99221e-01, 3.66412e-01, 1.92278e-01, 5.90459e-01]
4000 [2.64470e+00, 2.23011e-01, 7.92216e-01, 4.87197e-01, 3.66161e-01, 1.94924e-01, 5.84001e-01]
4500 [2.59857e+00, 2.23001e-01, 7.93028e-01, 4.87921e-01, 3.65942e-01, 1.94270e-01, 5.80869e-01]
5000 [2.55673e+00, 2.23081e-01, 7.94099e-01, 4.84754e-01, 3.65680e-01, 1.93697e-01, 5.78150e-01]
5500 [2.51289e+00, 2.24754e-01, 7.95810e-01, 4.74772e-01, 3.65571e-01, 1.91457e-01, 5.74698e-01]
6000 [2.51020e+00, 2.25065e-01, 7.97367e-01, 4.83520e-01, 3.65516e-01, 1.93974e-01, 5.74778e-01]
6500 [2.52708e+00, 2.24571e-01, 7.99259e-01, 4.89738e-01, 3.65290e-01, 1.95597e-01, 5.77070e-01]
7000 [2.55366e+00, 2.24605e-01, 8.01877e-01, 4.92661e-01, 3.65160e-01, 1.96705e-01, 5.78835e-01]
7500 [2.57470e+00, 2.25918e-01, 8.05179e-01, 4.92745e-01, 3.65383e-01, 1.96832e-01, 5.78760e-01]
8000 [2.58215e+00, 2.27276e-01, 8.08785e-01, 4.93552e-01, 3.65767e-01, 1.97359e-01, 5.79953e-01]
8500 [2.60562e+00, 2.27609e-01, 8.12108e-01, 4.95919e-01, 3.65948e-01, 1.98256e-01, 5.80401e-01]
9000 [2.66217e+00, 2.25167e-01, 8.14873e-01, 5.19524e-01, 3.66182e-01, 2.05545e-01, 5.79453e-01]
9500 [2.67888e+00, 2.27730e-01, 8.17870e-01, 5.04167e-01, 3.66648e-01, 2.00113e-01, 5.81510e-01]
10000 [2.62887e+00, 2.31105e-01, 8.22455e-01, 5.04635e-01, 3.67239e-01, 2.01670e-01, 5.76805e-01]
10500 [2.64659e+00, 2.31540e-01, 8.26401e-01, 4.90272e-01, 3.68119e-01, 1.96462e-01, 5.76372e-01]
11000 [2.69141e+00, 2.28094e-01, 8.27007e-01, 5.13016e-01, 3.67419e-01, 2.03605e-01, 5.79012e-01]
11500 [2.68811e+00, 2.30258e-01, 8.28947e-01, 5.12908e-01, 3.67485e-01, 2.04353e-01, 5.75168e-01]
12000 [2.71436e+00, 2.32855e-01, 8.32078e-01, 5.17399e-01, 3.68027e-01, 2.06758e-01, 5.72711e-01]
12500 [2.74971e+00, 2.33297e-01, 8.36216e-01, 5.27610e-01, 3.68938e-01, 2.08961e-01, 5.74965e-01]
13000 [2.76454e+00, 2.36566e-01, 8.40876e-01, 5.18311e-01, 3.69697e-01, 2.08152e-01, 5.76670e-01]
13500 [2.78731e+00, 2.36619e-01, 8.44759e-01, 5.29460e-01, 3.70443e-01, 2.11600e-01, 5.77916e-01]
14000 [2.80751e+00, 2.38632e-01, 8.48831e-01, 5.22682e-01, 3.70908e-01, 2.09882e-01, 5.78294e-01]
14500 [2.83953e+00, 2.39435e-01, 8.53176e-01, 5.31591e-01, 3.71706e-01, 2.12684e-01, 5.80231e-01]
15000 [2.86373e+00, 2.40804e-01, 8.57732e-01, 5.33547e-01, 3.72615e-01, 2.13490e-01, 5.81316e-01]
15500 [2.85576e+00, 2.41775e-01, 8.62788e-01, 5.33503e-01, 3.74100e-01, 2.12827e-01, 5.82736e-01]
16000 [2.88063e+00, 2.42175e-01, 8.66140e-01, 5.41208e-01, 3.74784e-01, 2.15675e-01, 5.86437e-01]
16500 [2.89816e+00, 2.42164e-01, 8.69452e-01, 5.49107e-01, 3.75393e-01, 2.18384e-01, 5.87147e-01]
17000 [2.92354e+00, 2.42824e-01, 8.72560e-01, 5.53994e-01, 3.76083e-01, 2.19876e-01, 5.89766e-01]
17500 [2.93683e+00, 2.42212e-01, 8.75071e-01, 5.55563e-01, 3.76532e-01, 2.20031e-01, 5.89806e-01]
18000 [2.95788e+00, 2.45035e-01, 8.78470e-01, 5.52661e-01, 3.77332e-01, 2.19934e-01, 5.87922e-01]
18500 [2.97532e+00, 2.45726e-01, 8.81177e-01, 5.39494e-01, 3.78504e-01, 2.13958e-01, 5.97646e-01]
19000 [2.94399e+00, 2.43125e-01, 8.82689e-01, 5.39344e-01, 3.78502e-01, 2.13736e-01, 5.94626e-01]
19500 [2.92670e+00, 2.38638e-01, 8.82589e-01, 5.52456e-01, 3.78592e-01, 2.17236e-01, 5.96919e-01]
20000 [2.83519e+00, 2.41033e-01, 8.85971e-01, 5.39331e-01, 3.80372e-01, 2.13568e-01, 5.89515e-01]
20500 [2.80157e+00, 2.40394e-01, 8.86071e-01, 5.37458e-01, 3.80189e-01, 2.12272e-01, 5.89808e-01]
21000 [2.80446e+00, 2.37916e-01, 8.85446e-01, 5.36773e-01, 3.80598e-01, 2.11996e-01, 5.90245e-01]
21500 [2.79982e+00, 2.37083e-01, 8.85158e-01, 5.36773e-01, 3.80777e-01, 2.11941e-01, 5.90708e-01]
22000 [2.79973e+00, 2.39941e-01, 8.84826e-01, 5.29704e-01, 3.81161e-01, 2.09094e-01, 5.93953e-01]
22500 [2.77796e+00, 2.40731e-01, 8.84987e-01, 5.18429e-01, 3.81326e-01, 2.05703e-01, 5.94122e-01]
23000 [2.78105e+00, 2.41045e-01, 8.85027e-01, 5.20311e-01, 3.81585e-01, 2.06457e-01, 5.94947e-01]
23500 [2.84179e+00, 2.29906e-01, 8.85237e-01, 5.70555e-01, 3.82876e-01, 2.22985e-01, 5.91874e-01]
24000 [2.90787e+00, 2.13686e-01, 8.82325e-01, 5.38770e-01, 3.81788e-01, 2.12868e-01, 5.94435e-01]
