"","Substance","Time","Cumulative_added_PFAS","Feeding_period","Depuration_period","Liver","Blood","Skin","Muscle","Gills","Kidney","Carcass"
"2","PFOS",168,31.89875,168,0,173.413408413583,110.336527400538,35.3367441320734,28.0287232644892,35.3365774155044,60.7211758719775,14.1825786518726
"3","PFOS",336,71.55525,336,0,305.288716422454,145.673604965761,52.981692519959,28.7502725815956,41.8270202213786,106.827477024792,19.9039579180736
"4","PFOS",672,174.1415,672,0,463.26883847232,237.884706822246,94.8080458750729,52.1152665030968,59.0381720928417,159.807835812199,38.2689551739112
"5","PFOS",744,174.1415,0,72,377.864274039356,200.941148383751,71.326016921062,26.325880213475,50.5564665689935,132.095373881927,26.325713496906
"6","PFOS",840,174.1415,0,168,337.836792479894,136.682580319041,74.3754297119673,19.3752996730417,54.7600581774224,102.452500781913,30.1445232606336
"7","PFOS",1008,174.1415,0,336,193.942220037861,90.4807505713297,31.634469251126,12.0192644331501,30.4807905833094,55.4807739116502,13.173443250685
"8","PFOS",1344,174.1415,0,672,186.923285703524,41.9230489659822,17.3078474823426,4.23093312597932,21.1541654802008,30.0006468603029,6.92307230630272
