"","Substance","Time","Cumulative_added_PFAS","Feeding_period","Depuration_period","Liver","Blood","Skin","Muscle","Gills","Kidney","Carcass"
"2","PFOS",168,31.89875,168,0,0.830823639709476,1.38763354478694,0.90292448606274,6.33380475405458,0.282162570662803,0.387886871470192,1.21175242872667
"3","PFOS",336,71.55525,336,0,1.00822555651657,1.68392849705516,1.09572176204733,7.68623269465108,0.342411435156238,0.47071055535957,1.47049230236211
"4","PFOS",672,174.1415,672,0,1.36302939013076,2.2765184015916,1.48131631401652,10.3910885758441,0.462909164143108,0.636357923138324,1.98797204963298
"5","PFOS",744,174.1415,0,72,1.39714228490012,2.33349342592805,1.51838960671737,10.6511490805503,0.474494513452905,0.652284220124174,2.03772554858508
"6","PFOS",840,174.1415,0,168,1.4426261445926,2.40946012504332,1.56782066365183,10.9978964201586,0.489941645865969,0.673519282771974,2.10406354718789
"7","PFOS",1008,174.1415,0,336,1.52222289905443,2.54240184849505,1.65432501328715,11.6047042644732,0.516974127588829,0.710680642405625,2.22015504474279
"8","PFOS",1344,174.1415,0,672,1.6814164079781,2.80828529539849,1.82733371255778,12.8183199531023,0.571039091034551,0.785003361672925,2.4523380398526
