"time","value"
0,4.082
0.0833333333333333,0
0.569727891156463,0
1.05612244897959,0
1.54251700680272,0
2.02891156462585,0
2.51530612244898,0
3.00170068027211,0
3.48809523809524,0
3.97448979591837,0
4.4608843537415,0
4.94727891156463,0
5.43367346938776,0
5.92006802721088,0
6.40646258503401,0
6.89285714285714,0
7.37925170068027,0
7.8656462585034,0
8.35204081632653,0
8.83843537414966,0
9.32482993197279,0
9.81122448979592,0
10.297619047619,0
10.7840136054422,0
11.2704081632653,0
11.7568027210884,0
12.2431972789116,0
12.7295918367347,0
13.2159863945578,0
13.702380952381,0
14.1887755102041,0
14.6751700680272,0
15.1615646258503,0
15.6479591836735,0
16.1343537414966,0
16.6207482993197,0
17.1071428571429,0
17.593537414966,0
18.0799319727891,0
18.5663265306122,0
19.0527210884354,0
19.5391156462585,0
20.0255102040816,0
20.5119047619048,0
20.9982993197279,0
21.484693877551,0
21.9710884353741,0
22.4574829931973,0
22.9438775510204,0
23.4302721088435,0
23.9166666666667,0
24,4.24032142857143
24.0833333333333,0
24.5697278911565,0
25.0561224489796,0
25.5425170068027,0
26.0289115646259,0
26.515306122449,0
27.0017006802721,0
27.4880952380952,0
27.9744897959184,0
28.4608843537415,0
28.9472789115646,0
29.4336734693878,0
29.9200680272109,0
30.406462585034,0
30.8928571428571,0
31.3792517006803,0
31.8656462585034,0
32.3520408163265,0
32.8384353741497,0
33.3248299319728,0
33.8112244897959,0
34.297619047619,0
34.7840136054422,0
35.2704081632653,0
35.7568027210884,0
36.2431972789116,0
36.7295918367347,0
37.2159863945578,0
37.702380952381,0
38.1887755102041,0
38.6751700680272,0
39.1615646258503,0
39.6479591836735,0
40.1343537414966,0
40.6207482993197,0
41.1071428571429,0
41.593537414966,0
42.0799319727891,0
42.5663265306122,0
43.0527210884354,0
43.5391156462585,0
44.0255102040816,0
44.5119047619048,0
44.9982993197279,0
45.484693877551,0
45.9710884353741,0
46.4574829931973,0
46.9438775510204,0
47.4302721088435,0
47.9166666666667,0
48,4.39864285714286
48.0833333333333,0
48.5697278911565,0
49.0561224489796,0
49.5425170068027,0
50.0289115646259,0
50.515306122449,0
51.0017006802721,0
51.4880952380952,0
51.9744897959184,0
52.4608843537415,0
52.9472789115646,0
53.4336734693878,0
53.9200680272109,0
54.406462585034,0
54.8928571428571,0
55.3792517006803,0
55.8656462585034,0
56.3520408163265,0
56.8384353741497,0
57.3248299319728,0
57.8112244897959,0
58.297619047619,0
58.7840136054422,0
59.2704081632653,0
59.7568027210884,0
60.2431972789116,0
60.7295918367347,0
61.2159863945578,0
61.702380952381,0
62.1887755102041,0
62.6751700680272,0
63.1615646258503,0
63.6479591836735,0
64.1343537414966,0
64.6207482993197,0
65.1071428571429,0
65.593537414966,0
66.0799319727891,0
66.5663265306122,0
67.0527210884354,0
67.5391156462585,0
68.0255102040816,0
68.5119047619048,0
68.9982993197279,0
69.484693877551,0
69.9710884353742,0
70.4574829931973,0
70.9438775510204,0
71.4302721088435,0
71.9166666666667,0
72,4.55696428571429
72.0833333333333,0
72.5697278911565,0
73.0561224489796,0
73.5425170068027,0
74.0289115646258,0
74.515306122449,0
75.0017006802721,0
75.4880952380952,0
75.9744897959184,0
76.4608843537415,0
76.9472789115646,0
77.4336734693878,0
77.9200680272109,0
78.406462585034,0
78.8928571428571,0
79.3792517006803,0
79.8656462585034,0
80.3520408163265,0
80.8384353741497,0
81.3248299319728,0
81.8112244897959,0
82.297619047619,0
82.7840136054422,0
83.2704081632653,0
83.7568027210884,0
84.2431972789116,0
84.7295918367347,0
85.2159863945578,0
85.702380952381,0
86.1887755102041,0
86.6751700680272,0
87.1615646258503,0
87.6479591836735,0
88.1343537414966,0
88.6207482993197,0
89.1071428571429,0
89.593537414966,0
90.0799319727891,0
90.5663265306122,0
91.0527210884354,0
91.5391156462585,0
92.0255102040816,0
92.5119047619048,0
92.9982993197279,0
93.484693877551,0
93.9710884353742,0
94.4574829931973,0
94.9438775510204,0
95.4302721088435,0
95.9166666666667,0
96,4.71528571428571
96.0833333333333,0
96.5697278911565,0
97.0561224489796,0
97.5425170068027,0
98.0289115646258,0
98.515306122449,0
99.0017006802721,0
99.4880952380952,0
99.9744897959184,0
100.460884353741,0
100.947278911565,0
101.433673469388,0
101.920068027211,0
102.406462585034,0
102.892857142857,0
103.37925170068,0
103.865646258503,0
104.352040816327,0
104.83843537415,0
105.324829931973,0
105.811224489796,0
106.297619047619,0
106.784013605442,0
107.270408163265,0
107.756802721088,0
108.243197278912,0
108.729591836735,0
109.215986394558,0
109.702380952381,0
110.188775510204,0
110.675170068027,0
111.16156462585,0
111.647959183673,0
112.134353741497,0
112.62074829932,0
113.107142857143,0
113.593537414966,0
114.079931972789,0
114.566326530612,0
115.052721088435,0
115.539115646259,0
116.025510204082,0
116.511904761905,0
116.998299319728,0
117.484693877551,0
117.971088435374,0
118.457482993197,0
118.94387755102,0
119.430272108844,0
119.916666666667,0
120,4.87360714285714
120.083333333333,0
120.569727891156,0
121.05612244898,0
121.542517006803,0
122.028911564626,0
122.515306122449,0
123.001700680272,0
123.488095238095,0
123.974489795918,0
124.460884353741,0
124.947278911565,0
125.433673469388,0
125.920068027211,0
126.406462585034,0
126.892857142857,0
127.37925170068,0
127.865646258503,0
128.352040816327,0
128.83843537415,0
129.324829931973,0
129.811224489796,0
130.297619047619,0
130.784013605442,0
131.270408163265,0
131.756802721088,0
132.243197278912,0
132.729591836735,0
133.215986394558,0
133.702380952381,0
134.188775510204,0
134.675170068027,0
135.16156462585,0
135.647959183673,0
136.134353741497,0
136.62074829932,0
137.107142857143,0
137.593537414966,0
138.079931972789,0
138.566326530612,0
139.052721088435,0
139.539115646258,0
140.025510204082,0
140.511904761905,0
140.998299319728,0
141.484693877551,0
141.971088435374,0
142.457482993197,0
142.94387755102,0
143.430272108844,0
143.916666666667,0
144,5.03192857142857
144.083333333333,0
144.569727891156,0
145.05612244898,0
145.542517006803,0
146.028911564626,0
146.515306122449,0
147.001700680272,0
147.488095238095,0
147.974489795918,0
148.460884353742,0
148.947278911565,0
149.433673469388,0
149.920068027211,0
150.406462585034,0
150.892857142857,0
151.37925170068,0
151.865646258503,0
152.352040816327,0
152.83843537415,0
153.324829931973,0
153.811224489796,0
154.297619047619,0
154.784013605442,0
155.270408163265,0
155.756802721088,0
156.243197278912,0
156.729591836735,0
157.215986394558,0
157.702380952381,0
158.188775510204,0
158.675170068027,0
159.16156462585,0
159.647959183673,0
160.134353741497,0
160.62074829932,0
161.107142857143,0
161.593537414966,0
162.079931972789,0
162.566326530612,0
163.052721088435,0
163.539115646258,0
164.025510204082,0
164.511904761905,0
164.998299319728,0
165.484693877551,0
165.971088435374,0
166.457482993197,0
166.94387755102,0
167.430272108844,0
167.916666666667,0
168,5.19025
168.083333333333,0
168.569727891156,0
169.05612244898,0
169.542517006803,0
170.028911564626,0
170.515306122449,0
171.001700680272,0
171.488095238095,0
171.974489795918,0
172.460884353742,0
172.947278911565,0
173.433673469388,0
173.920068027211,0
174.406462585034,0
174.892857142857,0
175.37925170068,0
175.865646258503,0
176.352040816327,0
176.83843537415,0
177.324829931973,0
177.811224489796,0
178.297619047619,0
178.784013605442,0
179.270408163265,0
179.756802721088,0
180.243197278912,0
180.729591836735,0
181.215986394558,0
181.702380952381,0
182.188775510204,0
182.675170068027,0
183.16156462585,0
183.647959183673,0
184.134353741497,0
184.62074829932,0
185.107142857143,0
185.593537414966,0
186.079931972789,0
186.566326530612,0
187.052721088435,0
187.539115646258,0
188.025510204082,0
188.511904761905,0
188.998299319728,0
189.484693877551,0
189.971088435374,0
190.457482993197,0
190.94387755102,0
191.430272108844,0
191.916666666667,0
192,5.34857142857143
192.083333333333,0
192.569727891156,0
193.05612244898,0
193.542517006803,0
194.028911564626,0
194.515306122449,0
195.001700680272,0
195.488095238095,0
195.974489795918,0
196.460884353742,0
196.947278911565,0
197.433673469388,0
197.920068027211,0
198.406462585034,0
198.892857142857,0
199.37925170068,0
199.865646258503,0
200.352040816327,0
200.83843537415,0
201.324829931973,0
201.811224489796,0
202.297619047619,0
202.784013605442,0
203.270408163265,0
203.756802721088,0
204.243197278912,0
204.729591836735,0
205.215986394558,0
205.702380952381,0
206.188775510204,0
206.675170068027,0
207.16156462585,0
207.647959183673,0
208.134353741497,0
208.62074829932,0
209.107142857143,0
209.593537414966,0
210.079931972789,0
210.566326530612,0
211.052721088435,0
211.539115646258,0
212.025510204082,0
212.511904761905,0
212.998299319728,0
213.484693877551,0
213.971088435374,0
214.457482993197,0
214.94387755102,0
215.430272108844,0
215.916666666667,0
216,5.50689285714286
216.083333333333,0
216.569727891156,0
217.05612244898,0
217.542517006803,0
218.028911564626,0
218.515306122449,0
219.001700680272,0
219.488095238095,0
219.974489795918,0
220.460884353742,0
220.947278911565,0
221.433673469388,0
221.920068027211,0
222.406462585034,0
222.892857142857,0
223.37925170068,0
223.865646258503,0
224.352040816327,0
224.83843537415,0
225.324829931973,0
