# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.531524169921875000e+03 3.854338073730468750e+02 8.121778964996337891e-01 2.127664566040039062e+00 3.647293522953987122e-02 1.231101036071777344e+01 4.651167392730712891e+00 3.701861267089843750e+02 6.907429809570312500e+02 7.507207393646240234e+00 1.754264831542968750e+01 3.895152360200881958e-02 2.619820088148117065e-02 1.509730368852615356e-01 1.688576904296875000e+03 9.380358886718750000e+01 3.166160106658935547e+00 4.517935943603515625e+01 6.728258609771728516e+00 9.014733886718750000e+02 6.306270980834960938e+01 1.547273559570312500e+02 1.531524169921875000e+03 3.854338073730468750e+02 8.121778964996337891e-01 2.127664566040039062e+00 3.647293522953987122e-02 1.231101036071777344e+01 4.651167392730712891e+00 3.701861267089843750e+02 6.907429809570312500e+02 7.507207393646240234e+00 1.754264831542968750e+01 3.895152360200881958e-02 2.619820088148117065e-02 1.509730368852615356e-01 1.688576904296875000e+03 9.380358886718750000e+01 3.166160106658935547e+00 4.517935943603515625e+01 6.728258609771728516e+00 9.014733886718750000e+02 6.306270980834960938e+01 1.547273559570312500e+02
1.000000000000000000e+03 1.122964173555374146e-01 1.357040703296661377e-01 2.479331046342849731e-01 2.322288990020751953e+00 1.905076764523983002e-02 1.349136114120483398e+00 1.363571643829345703e+00 1.625974327325820923e-01 2.953254878520965576e-01 1.651675939559936523e+00 3.140724301338195801e-01 2.203656127676367760e-03 6.197969196364283562e-04 1.904417388141155243e-02 8.011070638895034790e-02 1.596829319000244141e+01 7.895953059196472168e-01 1.698915290832519531e+01 3.020188331604003906e+00 2.535441741943359375e+02 1.149724960327148438e+01 2.019530487060546875e+01 1.122964173555374146e-01 1.357040703296661377e-01 2.479331046342849731e-01 2.322288990020751953e+00 1.905076764523983002e-02 1.349136114120483398e+00 1.363571643829345703e+00 1.625974327325820923e-01 2.953254878520965576e-01 1.651675939559936523e+00 3.140724301338195801e-01 2.203656127676367760e-03 6.197969196364283562e-04 1.904417388141155243e-02 8.011070638895034790e-02 1.596829319000244141e+01 7.895953059196472168e-01 1.698915290832519531e+01 3.020188331604003906e+00 2.535441741943359375e+02 1.149724960327148438e+01 2.019530487060546875e+01
2.000000000000000000e+03 2.902932465076446533e-02 2.601169236004352570e-02 1.321658939123153687e-01 1.682796835899353027e+00 6.122387945652008057e-03 3.132373988628387451e-01 3.184999823570251465e-01 1.132347732782363892e-01 2.750141620635986328e-01 1.662530452013015747e-01 2.015151083469390869e-01 2.754699671640992165e-03 1.826925901696085930e-03 6.816911976784467697e-03 4.510043561458587646e-02 1.428308486938476562e+01 2.270356655120849609e+00 6.204518795013427734e+00 1.778739571571350098e+00 2.516924743652343750e+02 1.043505859375000000e+01 1.875120162963867188e+01 2.902932465076446533e-02 2.601174078881740570e-02 1.321658939123153687e-01 1.682796835899353027e+00 6.122387945652008057e-03 3.132373988628387451e-01 3.184999823570251465e-01 1.132348179817199707e-01 2.750141620635986328e-01 1.662530452013015747e-01 2.015151083469390869e-01 2.754699671640992165e-03 1.826925901696085930e-03 6.816911976784467697e-03 4.510046169161796570e-02 1.428308486938476562e+01 2.270356655120849609e+00 6.204518795013427734e+00 1.778739571571350098e+00 2.516924743652343750e+02 1.043505859375000000e+01 1.875120162963867188e+01
3.000000000000000000e+03 3.177244216203689575e-02 1.846578530967235565e-02 1.021713539958000183e-01 1.581186890602111816e+00 4.133855924010276794e-03 1.708945930004119873e-01 1.733613461256027222e-01 8.316069096326828003e-02 2.763423919677734375e-01 1.482181102037429810e-01 2.117672562599182129e-01 2.341958694159984589e-03 1.822100835852324963e-03 4.197609610855579376e-03 4.437967762351036072e-02 1.419275474548339844e+01 1.546514153480529785e+00 5.005379676818847656e+00 1.760575056076049805e+00 2.515107574462890625e+02 1.027491188049316406e+01 1.844844818115234375e+01 3.177244216203689575e-02 1.846578530967235565e-02 1.021713539958000183e-01 1.581186890602111816e+00 4.133855924010276794e-03 1.708945930004119873e-01 1.733613461256027222e-01 8.316069096326828003e-02 2.763423919677734375e-01 1.482181102037429810e-01 2.117672562599182129e-01 2.341958694159984589e-03 1.822100835852324963e-03 4.197609610855579376e-03 4.437967762351036072e-02 1.419275474548339844e+01 1.546514153480529785e+00 5.005379676818847656e+00 1.760575056076049805e+00 2.515107574462890625e+02 1.027491188049316406e+01 1.844844818115234375e+01
4.000000000000000000e+03 2.422837540507316589e-02 2.240860648453235626e-02 8.407363295555114746e-02 1.545947551727294922e+00 3.015604801476001740e-03 1.252775192260742188e-01 1.241197884082794189e-01 7.233266532421112061e-02 2.972200214862823486e-01 1.485704332590103149e-01 2.285308986902236938e-01 2.100594574585556984e-03 1.854575122706592083e-03 3.045022720471024513e-03 3.873073309659957886e-02 1.413282966613769531e+01 1.054298162460327148e+00 4.580077648162841797e+00 1.769442558288574219e+00 2.513561401367187500e+02 1.016094112396240234e+01 1.824287986755371094e+01 2.422837540507316589e-02 2.240860648453235626e-02 8.407363295555114746e-02 1.545947551727294922e+00 3.015604801476001740e-03 1.252775192260742188e-01 1.241197884082794189e-01 7.233266532421112061e-02 2.972200214862823486e-01 1.485704332590103149e-01 2.285308986902236938e-01 2.100594574585556984e-03 1.854575122706592083e-03 3.045022720471024513e-03 3.873073309659957886e-02 1.413282966613769531e+01 1.054298162460327148e+00 4.580077648162841797e+00 1.769442558288574219e+00 2.513561401367187500e+02 1.016094112396240234e+01 1.824287986755371094e+01
5.000000000000000000e+03 3.288358077406883240e-02 1.686846762895584106e-01 1.432450771331787109e+00 1.537083387374877930e+00 2.708940766751766205e-03 1.123692691326141357e-01 9.802275896072387695e-02 1.293649375438690186e-01 8.527653813362121582e-01 1.265071928501129150e-01 2.135089933872222900e-01 1.638692105188965797e-03 2.072303090244531631e-03 2.580510219559073448e-03 8.403708040714263916e-02 1.407452678680419922e+01 7.276333570480346680e-01 4.401750564575195312e+00 1.798973202705383301e+00 2.511784973144531250e+02 1.010649681091308594e+01 1.811109542846679688e+01 3.288358077406883240e-02 1.686846762895584106e-01 1.432450771331787109e+00 1.537083387374877930e+00 2.708940766751766205e-03 1.123692691326141357e-01 9.802275896072387695e-02 1.293649375438690186e-01 8.527653813362121582e-01 1.265071928501129150e-01 2.135089933872222900e-01 1.638692105188965797e-03 2.072303090244531631e-03 2.580510219559073448e-03 8.403708040714263916e-02 1.407452678680419922e+01 7.276333570480346680e-01 4.401750564575195312e+00 1.798973202705383301e+00 2.511784973144531250e+02 1.010649681091308594e+01 1.811109542846679688e+01
6.000000000000000000e+03 7.941471785306930542e-02 3.265312686562538147e-02 7.436092197895050049e-02 1.534791469573974609e+00 1.917502377182245255e-03 9.224945306777954102e-02 8.698531985282897949e-02 6.984134018421173096e-02 3.469124436378479004e-01 1.392489075660705566e-01 2.327013462781906128e-01 1.865230384282767773e-03 1.755242701619863510e-03 1.942538423463702202e-03 9.633868187665939331e-02 1.403611278533935547e+01 5.683309435844421387e-01 4.280711650848388672e+00 1.815258741378784180e+00 2.511620178222656250e+02 1.003986549377441406e+01 1.797667694091796875e+01 7.941471785306930542e-02 3.265308216214179993e-02 7.436092197895050049e-02 1.534791469573974609e+00 1.917502377182245255e-03 9.224945306777954102e-02 8.698531985282897949e-02 6.984139978885650635e-02 3.469124436378479004e-01 1.392489075660705566e-01 2.327013462781906128e-01 1.865230384282767773e-03 1.755242701619863510e-03 1.942538423463702202e-03 9.633861482143402100e-02 1.403611278533935547e+01 5.683309435844421387e-01 4.280711650848388672e+00 1.815258741378784180e+00 2.511620178222656250e+02 1.003986549377441406e+01 1.797667694091796875e+01
7.000000000000000000e+03 3.582861647009849548e-02 3.198902681469917297e-02 8.838135004043579102e-02 1.549566984176635742e+00 1.653526909649372101e-03 7.022809237241744995e-02 7.177323848009109497e-02 6.752524524927139282e-02 2.904123663902282715e-01 1.266418695449829102e-01 2.439711987972259521e-01 1.804432948119938374e-03 1.906770979985594749e-03 1.857718802057206631e-03 5.995618551969528198e-02 1.417501449584960938e+01 4.844450950622558594e-01 4.428805828094482422e+00 1.839223980903625488e+00 2.513122558593750000e+02 1.018441295623779297e+01 1.823953437805175781e+01 3.582861647009849548e-02 3.198903426527976990e-02 8.838135004043579102e-02 1.549566984176635742e+00 1.653526909649372101e-03 7.022809237241744995e-02 7.177323848009109497e-02 6.752526760101318359e-02 2.904123663902282715e-01 1.266418695449829102e-01 2.439711987972259521e-01 1.804432948119938374e-03 1.906770979985594749e-03 1.857718802057206631e-03 5.995618179440498352e-02 1.417501449584960938e+01 4.844450950622558594e-01 4.428805828094482422e+00 1.839223980903625488e+00 2.513122558593750000e+02 1.018441295623779297e+01 1.823953437805175781e+01
8.000000000000000000e+03 2.571457251906394958e-02 2.455216832458972931e-02 7.960204780101776123e-02 1.538041591644287109e+00 1.537975389510393143e-03 8.475656807422637939e-02 8.459760993719100952e-02 6.472024321556091309e-02 3.198257684707641602e-01 1.393380165100097656e-01 2.565174102783203125e-01 1.749536953866481781e-03 1.937874942086637020e-03 2.255316823720932007e-03 4.099999740719795227e-02 1.405286216735839844e+01 4.135559201240539551e-01 4.230820655822753906e+00 1.839555740356445312e+00 2.511047058105468750e+02 1.002677154541015625e+01 1.793280982971191406e+01 2.571457251906394958e-02 2.455216832458972931e-02 7.960204780101776123e-02 1.538041591644287109e+00 1.537975389510393143e-03 8.475656807422637939e-02 8.459760993719100952e-02 6.472024321556091309e-02 3.198257684707641602e-01 1.393380165100097656e-01 2.565174102783203125e-01 1.749536953866481781e-03 1.937874942086637020e-03 2.255316823720932007e-03 4.099999740719795227e-02 1.405286216735839844e+01 4.135559201240539551e-01 4.230820655822753906e+00 1.839555740356445312e+00 2.511047058105468750e+02 1.002677154541015625e+01 1.793280982971191406e+01
9.000000000000000000e+03 2.238131128251552582e-02 2.164228260517120361e-02 7.636473327875137329e-02 1.532927751541137695e+00 1.476880745030939579e-03 8.276725560426712036e-02 8.220653980970382690e-02 6.406657397747039795e-02 3.199059963226318359e-01 1.391381919384002686e-01 2.552462518215179443e-01 1.716951141133904457e-03 1.928375451825559139e-03 1.630942919291555882e-03 3.983832895755767822e-02 1.401688003540039062e+01 3.590691089630126953e-01 4.188914775848388672e+00 1.841136932373046875e+00 2.510416564941406250e+02 9.984019279479980469e+00 1.783859443664550781e+01 2.238131128251552582e-02 2.164226397871971130e-02 7.636473327875137329e-02 1.532927751541137695e+00 1.476880745030939579e-03 8.276725560426712036e-02 8.220653980970382690e-02 6.406661123037338257e-02 3.199059963226318359e-01 1.391381919384002686e-01 2.552462518215179443e-01 1.716951141133904457e-03 1.928375451825559139e-03 1.630942919291555882e-03 3.983830660581588745e-02 1.401688003540039062e+01 3.590691089630126953e-01 4.188914775848388672e+00 1.841136932373046875e+00 2.510416564941406250e+02 9.984019279479980469e+00 1.783859443664550781e+01
