x, y
0.9787287254347053, 15064.389586717914
2.02616787984889, 22858.50140666482
3.9559832041173606, 34950.271426873245
7.961524792354977, 52657.60589610493
11.967066380592595, 65476.08669810199
15.924234247278566, 67107.02539921543
19.95761540587856, 70727.89951262037
23.92445801687486, 71045.68688829892
29.92714325203038, 71767.64274676071
