"","V_ad","V_bl","V_br","V_git","V_go","V_ki","V_li","V_pp","V_rp","V_skin","V_skeleton","V_muscle","V_gill","F_card","F_ad","F_br","F_git","F_go","F_ki","F_li","F_pp","F_rp","F_skin","P_ad","P_br","P_git","P_go","P_ki","P_li","P_pp","P_rp","P_skin","Pbw","y_water","y_blood","kx","D_plasma_w","UF","a_fpp","a_fs","k_out","f_art","f_ven","C_water","ku","ke_feces","cl_feces","BW","CalbB","Ka","delta_logKow"
"1",0.00793111209230751,0.0140182556448505,0.0107855041589358,0.0332290964654063,0.00544246988444869,0.00731632524436854,0.00886179313824727,0.316752710065159,0.0011508898593679,0.0606672948875647,0.0153054878800641,0.301447222185095,0.00814297880065857,216.968085736701,1.90637550837963,14.9088100036242,61.8303878980214,7.03621626969931,19.6789160042542,7.58798563179197,89.1506148445294,1.59087586408263,13.2779037123178,1.74514187725253,3.98534321863716,3.76780983202956,3.77329876663885,3.93537798101172,3.92942625518483,4.0936643399402,3.26088755803454,3.76376839893067,3.48576212314121,221.184553147748,235.317831877181,0.837982486642556,32.9230453333406,0.0294784855007451,0.4,0.1,0.000733606366070565,0.333333333333333,0.666666666666667,25,0,0,0.001,0.474298430241315,0,220000,3.1
