# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.206079483032226562e+00 3.930078506469726562e+00 1.104263544082641602e+00 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 2.425208663940429688e+01 4.594318008422851562e+01 2.566053466796875000e+02 5.206079483032226562e+00 3.930078506469726562e+00 1.104263544082641602e+00 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 2.425208663940429688e+01 4.594318008422851562e+01 2.566053466796875000e+02
1.000000000000000000e+03 5.715512275695800781e+00 2.899707078933715820e+00 2.783170461654663086e+00 3.425461196899414062e+01 7.776144426316022873e-03 1.917052865028381348e+00 3.331397628784179688e+01 6.107219219207763672e+00 1.121919441223144531e+01 5.715512275695800781e+00 2.899707078933715820e+00 2.783170461654663086e+00 3.425461196899414062e+01 7.776144426316022873e-03 1.917052865028381348e+00 3.331397628784179688e+01 6.107219219207763672e+00 1.121919441223144531e+01
2.000000000000000000e+03 8.956480026245117188e+00 2.063194751739501953e+00 1.402203798294067383e+00 1.790034294128417969e+01 2.371596992015838623e-01 1.748835325241088867e+00 3.289637374877929688e+01 1.460762691497802734e+01 4.637420177459716797e+00 8.956480026245117188e+00 2.063194751739501953e+00 1.402203798294067383e+00 1.790034294128417969e+01 2.371596992015838623e-01 1.748835325241088867e+00 3.289637374877929688e+01 1.460762691497802734e+01 4.637420177459716797e+00
3.000000000000000000e+03 8.564884185791015625e+00 1.947838544845581055e+00 9.026708602905273438e-01 1.353296661376953125e+01 3.927868604660034180e-01 1.493130445480346680e+00 3.299227523803710938e+01 1.879165077209472656e+01 2.708476543426513672e+00 8.564884185791015625e+00 1.947838544845581055e+00 9.026708602905273438e-01 1.353296661376953125e+01 3.927868604660034180e-01 1.493130445480346680e+00 3.299227523803710938e+01 1.879165077209472656e+01 2.708476543426513672e+00
4.000000000000000000e+03 8.220193862915039062e+00 2.059105873107910156e+00 7.683449387550354004e-01 1.154503154754638672e+01 3.856591284275054932e-01 1.367271542549133301e+00 3.281025314331054688e+01 1.980702590942382812e+01 2.184946298599243164e+00 8.220193862915039062e+00 2.059105873107910156e+00 7.683449387550354004e-01 1.154503154754638672e+01 3.856591284275054932e-01 1.367271542549133301e+00 3.281025314331054688e+01 1.980702590942382812e+01 2.184946298599243164e+00
5.000000000000000000e+03 7.924361228942871094e+00 2.171525478363037109e+00 6.069586873054504395e-01 1.002549076080322266e+01 3.762209415435791016e-01 1.242684364318847656e+00 3.253302383422851562e+01 2.010404205322265625e+01 1.944520473480224609e+00 7.924361228942871094e+00 2.171525478363037109e+00 6.069586873054504395e-01 1.002549076080322266e+01 3.762209415435791016e-01 1.242684364318847656e+00 3.253302383422851562e+01 2.010404205322265625e+01 1.944520473480224609e+00
6.000000000000000000e+03 7.640431404113769531e+00 2.399193048477172852e+00 4.702811539173126221e-01 8.571589469909667969e+00 3.597819209098815918e-01 1.137470483779907227e+00 3.213312149047851562e+01 2.012040901184082031e+01 1.773684263229370117e+00 7.640431404113769531e+00 2.399193048477172852e+00 4.702811539173126221e-01 8.571589469909667969e+00 3.597819209098815918e-01 1.137470483779907227e+00 3.213312149047851562e+01 2.012040901184082031e+01 1.773684263229370117e+00
7.000000000000000000e+03 7.150549411773681641e+00 2.721244573593139648e+00 3.602753877639770508e-01 7.167044162750244141e+00 3.367750346660614014e-01 1.032114148139953613e+00 3.157618331909179688e+01 2.009730148315429688e+01 1.711763858795166016e+00 7.150549411773681641e+00 2.721244573593139648e+00 3.602753877639770508e-01 7.167044162750244141e+00 3.367750346660614014e-01 1.032114148139953613e+00 3.157618331909179688e+01 2.009730148315429688e+01 1.711763858795166016e+00
8.000000000000000000e+03 3.952824592590332031e+00 4.509976387023925781e+00 8.131088614463806152e-01 5.734170436859130859e+00 3.965925872325897217e-01 7.821387052536010742e-01 2.266691398620605469e+01 1.869520568847656250e+01 9.037120819091796875e+00 3.952824592590332031e+00 4.509976387023925781e+00 8.131088614463806152e-01 5.734170436859130859e+00 3.965925872325897217e-01 7.821387052536010742e-01 2.266691398620605469e+01 1.869520568847656250e+01 9.037120819091796875e+00
9.000000000000000000e+03 7.395190596580505371e-01 1.681439042091369629e+00 4.815214276313781738e-01 1.705426096916198730e+00 2.638778984546661377e-01 3.896792605519294739e-02 5.097325325012207031e+00 4.878724575042724609e+00 1.171391582489013672e+01 7.395190596580505371e-01 1.681439042091369629e+00 4.815214276313781738e-01 1.705426096916198730e+00 2.638778984546661377e-01 3.896792605519294739e-02 5.097325325012207031e+00 4.878724575042724609e+00 1.171391582489013672e+01
1.000000000000000000e+04 3.830607235431671143e-01 8.359705209732055664e-01 3.345958292484283447e-01 8.376970887184143066e-01 1.031356826424598694e-01 1.462184824049472809e-03 2.323995590209960938e+00 2.222047805786132812e+00 7.804700851440429688e+00 3.830607235431671143e-01 8.359705209732055664e-01 3.345958292484283447e-01 8.376970887184143066e-01 1.031356826424598694e-01 1.462184824049472809e-03 2.323995590209960938e+00 2.222047805786132812e+00 7.804700851440429688e+00
1.100000000000000000e+04 2.227467596530914307e-01 4.947144687175750732e-01 2.545553445816040039e-01 4.551303684711456299e-01 4.037885367870330811e-02 1.505101379007101059e-02 1.377882838249206543e+00 1.374834418296813965e+00 5.009249687194824219e+00 2.227467596530914307e-01 4.947144687175750732e-01 2.545553445816040039e-01 4.551303684711456299e-01 4.037885367870330811e-02 1.505101379007101059e-02 1.377882838249206543e+00 1.374834418296813965e+00 5.009249687194824219e+00
1.200000000000000000e+04 1.641191095113754272e-01 3.272683918476104736e-01 1.859198063611984253e-01 2.853586375713348389e-01 1.707828231155872345e-02 2.359786070883274078e-02 8.560730814933776855e-01 8.150081634521484375e-01 2.754708766937255859e+00 1.641191095113754272e-01 3.272683918476104736e-01 1.859198063611984253e-01 2.853586375713348389e-01 1.707828231155872345e-02 2.359786070883274078e-02 8.560730814933776855e-01 8.150081634521484375e-01 2.754708766937255859e+00
1.300000000000000000e+04 1.153871417045593262e-01 2.162759751081466675e-01 1.368130445480346680e-01 1.536690145730972290e-01 4.895885940641164780e-03 2.651869319379329681e-02 5.015490055084228516e-01 4.496158957481384277e-01 1.279863476753234863e+00 1.153871417045593262e-01 2.162759751081466675e-01 1.368130445480346680e-01 1.536690145730972290e-01 4.895885940641164780e-03 2.651869319379329681e-02 5.015490055084228516e-01 4.496158957481384277e-01 1.279863476753234863e+00
1.400000000000000000e+04 7.512827217578887939e-02 1.454354524612426758e-01 9.400808066129684448e-02 7.697987556457519531e-02 1.470437971875071526e-03 1.711419411003589630e-02 3.000338375568389893e-01 2.612524926662445068e-01 5.410098433494567871e-01 7.512827217578887939e-02 1.454354524612426758e-01 9.400808066129684448e-02 7.697987556457519531e-02 1.470437971875071526e-03 1.711419411003589630e-02 3.000338375568389893e-01 2.612524926662445068e-01 5.410098433494567871e-01
1.500000000000000000e+04 4.849541559815406799e-02 8.487451076507568359e-02 6.717312335968017578e-02 3.852097317576408386e-02 3.998657339252531528e-04 8.265661075711250305e-03 1.683580577373504639e-01 1.481376886367797852e-01 2.289652675390243530e-01 4.849541559815406799e-02 8.487451076507568359e-02 6.717312335968017578e-02 3.852097317576408386e-02 3.998657339252531528e-04 8.265661075711250305e-03 1.683580577373504639e-01 1.481376886367797852e-01 2.289652675390243530e-01
1.600000000000000000e+04 3.367151319980621338e-02 5.806747451424598694e-02 3.469276055693626404e-02 1.503463834524154663e-02 2.692996058613061905e-04 4.473347216844558716e-03 8.596216142177581787e-02 7.469989359378814697e-02 1.012365221977233887e-01 3.367151319980621338e-02 5.806747451424598694e-02 3.469276055693626404e-02 1.503463834524154663e-02 2.692996058613061905e-04 4.473347216844558716e-03 8.596216142177581787e-02 7.469989359378814697e-02 1.012365221977233887e-01
1.700000000000000000e+04 4.521139338612556458e-02 4.180798679590225220e-02 4.867347702383995056e-02 5.743607413023710251e-03 3.853538655675947666e-04 1.780847436748445034e-03 3.921081870794296265e-02 3.616202622652053833e-02 4.992957040667533875e-02 4.521139338612556458e-02 4.180798679590225220e-02 4.867347702383995056e-02 5.743607413023710251e-03 3.853538655675947666e-04 1.780847436748445034e-03 3.921081870794296265e-02 3.616202622652053833e-02 4.992957040667533875e-02
1.800000000000000000e+04 2.543641999363899231e-02 3.316244482994079590e-02 1.888719387352466583e-02 1.786002540029585361e-03 1.017670729197561741e-04 2.384521067142486572e-04 1.715642400085926056e-02 1.609823107719421387e-02 2.333480678498744965e-02 2.543641999363899231e-02 3.316244482994079590e-02 1.888719387352466583e-02 1.786002540029585361e-03 1.017670729197561741e-04 2.384521067142486572e-04 1.715642400085926056e-02 1.609823107719421387e-02 2.333480678498744965e-02
1.900000000000000000e+04 2.187988348305225372e-02 2.855958044528961182e-02 1.494288910180330276e-02 4.255920648574829102e-04 1.218230900121852756e-04 3.417599145905114710e-05 7.877516560256481171e-03 8.109624497592449188e-03 1.239593140780925751e-02 2.187988348305225372e-02 2.855958044528961182e-02 1.494288910180330276e-02 4.255920648574829102e-04 1.218230900121852756e-04 3.417599145905114710e-05 7.877516560256481171e-03 8.109624497592449188e-03 1.239593140780925751e-02
2.000000000000000000e+04 1.779250241816043854e-02 2.375064045190811157e-02 1.392422709614038467e-02 1.341955940006300807e-04 9.161461639450863004e-05 5.775655154138803482e-08 4.064564593136310577e-03 4.459676332771778107e-03 7.092303130775690079e-03 1.779250241816043854e-02 2.375064045190811157e-02 1.392422709614038467e-02 1.341955940006300807e-04 9.161461639450863004e-05 5.775655154138803482e-08 4.064564593136310577e-03 4.459676332771778107e-03 7.092303130775690079e-03
2.100000000000000000e+04 1.839410699903964996e-02 2.181954868137836456e-02 2.037103474140167236e-02 4.850681580137461424e-05 2.332674048375338316e-04 1.664929150138050318e-04 2.741685137152671814e-03 2.928790636360645294e-03 4.966045729815959930e-03 1.839410699903964996e-02 2.181954868137836456e-02 2.037103474140167236e-02 4.850681580137461424e-05 2.332674048375338316e-04 1.664929150138050318e-04 2.741685137152671814e-03 2.928790636360645294e-03 4.966045729815959930e-03
2.200000000000000000e+04 1.332354824990034103e-02 1.691017858684062958e-02 1.282061450183391571e-02 2.744889061432331800e-04 5.225600943958852440e-06 2.392184978816658258e-04 1.886482234112918377e-03 2.183069940656423569e-03 3.751589916646480560e-03 1.332354824990034103e-02 1.691017858684062958e-02 1.282061450183391571e-02 2.744889061432331800e-04 5.225600943958852440e-06 2.392184978816658258e-04 1.886482234112918377e-03 2.183069940656423569e-03 3.751589916646480560e-03
2.300000000000000000e+04 1.121021900326013565e-02 1.450109481811523438e-02 1.101708319038152695e-02 3.087032018811441958e-05 5.662513285642489791e-05 5.566722393268719316e-06 1.446158858016133308e-03 1.668677665293216705e-03 2.889445517212152481e-03 1.121021900326013565e-02 1.450109481811523438e-02 1.101708319038152695e-02 3.087032018811441958e-05 5.662513285642489791e-05 5.566722393268719316e-06 1.446158858016133308e-03 1.668677665293216705e-03 2.889445517212152481e-03
2.400000000000000000e+04 1.012885943055152893e-02 1.266266684979200363e-02 1.023903116583824158e-02 2.531205609557218850e-05 4.904631350655108690e-05 4.547197022475302219e-06 1.177851809188723564e-03 1.357283559627830982e-03 2.394218463450670242e-03 1.012885943055152893e-02 1.266266684979200363e-02 1.023903116583824158e-02 2.531205609557218850e-05 4.904631350655108690e-05 4.547197022475302219e-06 1.177851809188723564e-03 1.357283559627830982e-03 2.394218463450670242e-03
2.500000000000000000e+04 9.295218624174594879e-03 1.118310913443565369e-02 9.551450610160827637e-03 2.147748091374523938e-05 4.191908374195918441e-05 3.558383468771353364e-06 9.706086129881441593e-04 1.117439940571784973e-03 2.002049470320343971e-03 9.295218624174594879e-03 1.118310913443565369e-02 9.551450610160827637e-03 2.147748091374523938e-05 4.191908374195918441e-05 3.558383468771353364e-06 9.706086129881441593e-04 1.117439940571784973e-03 2.002049470320343971e-03
2.600000000000000000e+04 8.619964122772216797e-03 9.972493164241313934e-03 8.934765122830867767e-03 1.887850521598011255e-05 3.682919850689359009e-05 2.747259713942185044e-06 8.217306458391249180e-04 9.481736342422664165e-04 1.715901191346347332e-03 8.619964122772216797e-03 9.972493164241313934e-03 8.934765122830867767e-03 1.887850521598011255e-05 3.682919850689359009e-05 2.747259713942185044e-06 8.217306458391249180e-04 9.481736342422664165e-04 1.715901191346347332e-03
2.700000000000000000e+04 8.035700768232345581e-03 8.967936970293521881e-03 8.372101932764053345e-03 5.881313336431048810e-05 1.470876850362401456e-05 3.153085708618164062e-05 7.143413531593978405e-04 8.284334908239543438e-04 1.525224419310688972e-03 8.035700768232345581e-03 8.967936970293521881e-03 8.372101932764053345e-03 5.881313336431048810e-05 1.470876850362401456e-05 3.153085708618164062e-05 7.143413531593978405e-04 8.284334908239543438e-04 1.525224419310688972e-03
2.800000000000000000e+04 2.995376847684383392e-02 1.758695766329765320e-02 9.124702960252761841e-02 1.469048675062367693e-05 1.593118440723628737e-06 4.744520992971956730e-06 1.107867923565208912e-03 1.045409822836518288e-03 1.734298188239336014e-03 2.995376847684383392e-02 1.758695766329765320e-02 9.124702960252761841e-02 1.469048675062367693e-05 1.593118440723628737e-06 4.744520992971956730e-06 1.107867923565208912e-03 1.045409822836518288e-03 1.734298188239336014e-03
2.900000000000000000e+04 7.009017281234264374e-03 7.310185115784406662e-03 7.410442922264337540e-03 1.363549381494522095e-05 2.648649751790799201e-05 1.844251528382301331e-06 5.521185812540352345e-04 6.387853063642978668e-04 1.188274589367210865e-03 7.009017281234264374e-03 7.310185115784406662e-03 7.410442922264337540e-03 1.363549381494522095e-05 2.648649751790799201e-05 1.844251528382301331e-06 5.521185812540352345e-04 6.387853063642978668e-04 1.188274589367210865e-03
3.000000000000000000e+04 6.558625493198633194e-03 6.627785041928291321e-03 7.007733453065156937e-03 1.247454929398372769e-05 2.360959479119628668e-05 1.637967216083779931e-06 4.877084575127810240e-04 5.657204892486333847e-04 1.057631685398519039e-03 6.558625493198633194e-03 6.627785041928291321e-03 7.007733453065156937e-03 1.247454929398372769e-05 2.360959479119628668e-05 1.637967216083779931e-06 4.877084575127810240e-04 5.657204892486333847e-04 1.057631685398519039e-03
3.100000000000000000e+04 1.697489060461521149e-02 8.541604503989219666e-03 3.261391073465347290e-02 8.772261935519054532e-05 1.432933495379984379e-04 2.421776298433542252e-04 5.215436685830354691e-04 7.607569568790495396e-04 9.737647487781941891e-04 1.697489060461521149e-02 8.541604503989219666e-03 3.261391073465347290e-02 8.772261935519054532e-05 1.432933495379984379e-04 2.421776298433542252e-04 5.215436685830354691e-04 7.607569568790495396e-04 9.737647487781941891e-04
3.200000000000000000e+04 8.050359785556793213e-03 5.716514773666858673e-03 9.316585026681423187e-03 1.468683149141725153e-05 2.068496542051434517e-05 4.362027539173141122e-06 4.232292703818529844e-04 5.538999103009700775e-04 9.218335617333650589e-04 8.050359785556793213e-03 5.716514773666858673e-03 9.316585026681423187e-03 1.468683149141725153e-05 2.068496542051434517e-05 4.362027539173141122e-06 4.232292703818529844e-04 5.538999103009700775e-04 9.218335617333650589e-04
3.300000000000000000e+04 7.589158602058887482e-03 5.069593433290719986e-03 6.463290192186832428e-03 2.706881787162274122e-05 2.922257635873393156e-06 4.282541704014874995e-05 4.007744137197732925e-04 4.585442948155105114e-04 8.406480192206799984e-04 7.589158602058887482e-03 5.069593433290719986e-03 6.463290192186832428e-03 2.706881787162274122e-05 2.922257635873393156e-06 4.282541704014874995e-05 4.007744137197732925e-04 4.585442948155105114e-04 8.406480192206799984e-04
3.400000000000000000e+04 4.920993000268936157e-03 4.520724061876535416e-03 5.813192110508680344e-03 8.653059921925887465e-06 1.685177267063409090e-05 8.139213605318218470e-07 3.156313032377511263e-04 3.723032132256776094e-04 7.042450597509741783e-04 4.920993000268936157e-03 4.520724061876535416e-03 5.813192110508680344e-03 8.653059921925887465e-06 1.685177267063409090e-05 8.139213605318218470e-07 3.156313032377511263e-04 3.723032132256776094e-04 7.042450597509741783e-04
3.500000000000000000e+04 4.564981441944837570e-03 4.089226946234703064e-03 5.609097890555858612e-03 7.617232768097892404e-06 1.334825446974718943e-05 6.478658178821206093e-07 2.670135872904211283e-04 3.140978224109858274e-04 5.966469179838895798e-04 4.564981441944837570e-03 4.089226946234703064e-03 5.609097890555858612e-03 7.617232768097892404e-06 1.334825446974718943e-05 6.478658178821206093e-07 2.670135872904211283e-04 3.140978224109858274e-04 5.966469179838895798e-04
